"whale.id","matriline","year","sex","birth.year","death.year","mean.ep","n.ep","SD","area","age","pregnancy","pregnancy.simple","status","num.offspring","num.births","num.sons","num.daughters","has.son","has.adultson","age.sex.class.full","age.sex.class","salmon","mother.status"
"W128","M27",2023,"f",2006,NA,1.197361423,4,0.014995418,"J strait CC",17,"Not pregnant","Not pregnant","alive",1,1,0,1,"no","no","female reproductive","reproductive female",1.48,NA
"W215","M27",2023,"f",2020,NA,1.139170214,9,0.009274023,"J strait CC",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.48,NA
"W130","M27",2023,"m",1985,NA,1.219424676,15,0.006296454,"J strait CC",38,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W47","M16",2023,"f",2002,NA,1.13990176,4,0.008575233,"J strait CC",21,"Nursing 2","Nursing","alive",2,2,0,2,"no","no","female reproductive","reproductive female",1.48,NA
"W132","M16",2023,"m",2007,NA,1.181291991,3,0.016082921,"J strait CC",16,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.48,NA
"W48","M16",2023,"u",2012,NA,1.116583161,4,0.005902541,"J strait CC",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.48,NA
"W49","M16",2023,"f",2014,NA,1.101083167,4,0.008504408,"J strait CC",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female juvenile","juvenile",1.48,NA
"W216","M16",2023,"f",2022,NA,1.120016103,1,NA,"J strait CC",1,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.48,NA
"W133","M16",2023,"f",1974,NA,1.186139612,7,0.013320472,"J strait CC",49,"Not pregnant","Not pregnant","alive",3,7,1,1,"yes","yes","female post reproductive","post reproductive female",1.48,NA
"W50","M17",2023,"f",2003,NA,1.180958065,5,0.006539657,"J strait CC",20,"Nursing 2","Nursing","alive",1,2,1,0,"yes","no","female reproductive","reproductive female",1.48,NA
"W51","M17",2023,"f",1980,NA,1.198092816,14,0.016944952,"J strait CC",43,"Not pregnant","Not pregnant","alive",2,2,1,1,"yes","yes","female post reproductive","post reproductive female",1.48,NA
"W52","M17",2023,"m",1997,NA,1.214746035,10,0.007142419,"J strait CC",26,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W54","M18",2023,"m",2007,NA,1.246089911,5,0.004489052,"J strait CC",16,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","sexually mature male","sexually mature male",1.48,NA
"W55","M18",2023,"u",2014,NA,1.132727381,6,0.01097653,"J strait CC",9,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.48,NA
"W181","M18",2023,"f",2020,NA,1.108265236,4,0.011114968,"J strait CC",3,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","female calf","calf",1.48,NA
"W56","M18",2023,"f",1990,NA,1.172036356,3,0.013616375,"J strait CC",33,"Not pregnant","Not pregnant","alive",3,4,1,1,"yes","yes","female reproductive","reproductive female",1.48,NA
"W134","M28",2023,"m",2012,NA,1.137521062,16,0.007054916,"J strait CC",11,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","male juvenile","juvenile",1.48,"alive"
"W135","M28",2023,"f",1991,NA,1.190688125,4,0.008984599,"J strait CC",32,"Not pregnant","Not pregnant","alive",1,2,1,0,"yes","no","female reproductive","reproductive female",1.48,NA
"W182","M38",2023,"f",1979,NA,1.171786235,2,0.000471261,"J strait CC",44,"Not pregnant","Not pregnant","alive",2,2,0,1,"no","no","female post reproductive","post reproductive female",1.48,NA
"W183","M38",2023,"f",2005,NA,1.176509279,2,0.005536037,"J strait CC",18,"Not pregnant","Not pregnant","alive",1,1,0,0,"no","no","female reproductive","reproductive female",1.48,NA
"W185","M38",2023,"u",2019,NA,1.096953911,2,0.006696612,"J strait CC",4,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","unknown juvenile","juvenile",1.48,NA
"W217","M42",2023,"f",1971,NA,1.187286184,5,0.013443539,"J strait CC",52,"Not Applicable","Not pregnant","alive",3,4,2,1,"yes","yes","female post reproductive","post reproductive female",1.48,NA
"W218","M42",2023,"m",1996,NA,1.2349247,3,0.00988107,"J strait CC",27,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
"W219","M42",2023,"m",2002,NA,1.183552324,5,0.009853194,"J strait CC",21,"Not Applicable","Not pregnant","alive",0,0,0,0,"no","no","physically mature male","physically mature male",1.48,NA
